,name,company,year,Price,kms_driven,fuel_type
2670,A6 2.0 TDI,Audi,2003,481296,59652,Petrol
2671,Corolla Altis,Toyota,2002,442480,86848,Diesel
2672,Jeep CL550,Mahindra,2000,334928,130558,CNG
2673,Innova 2.5 V,Toyota,2023,1066593,99591,LPG
2674,Kwid RXT,Renault,2011,1005846,86049,Diesel
2675,Ikon 1.3,Ford,2002,114728,114060,LPG
2676,Cruze VCDi,Chevrolet,2011,764941,22141,LPG
2677,Jetta 2.0,Volkswagen,2014,669489,49935,CNG
2678,Polo Highline,Volkswagen,2021,152436,5251,Petrol
2679,Kicks XL,Nissan,2020,756372,139172,LPG
2680,Q3 2.0 TDI,Audi,2023,2365651,75937,Petrol
2681,Q7 3.0 TDI,Audi,2020,648997,62777,Petrol
2682,Q3 2.0 TDI,Audi,2019,1932577,64535,LPG
2683,Jetta 2.0,Volkswagen,2020,1233694,22258,LPG
2684,Rapid 1.6,Skoda,2012,398022,36570,Petrol
2685,Suzuki Baleno,Maruti,2004,894699,97281,Petrol
2686,Grand i10,Hyundai,2004,398475,61018,Diesel
2687,A3 35 TFSI,Audi,2013,838414,140935,CNG
2688,Safari Dicor,Tata,2003,269369,23175,Diesel
2689,Micra XL,Nissan,2022,1508077,29884,Diesel
2690,Fabia 1.2L,Skoda,2021,363013,59968,CNG
2692,Indica V2,Tata,2021,1257004,146898,LPG
2693,Corolla Altis,Toyota,2001,271807,7850,Petrol
2694,Cruze VCDi,Chevrolet,2009,1274122,122138,CNG
2695,X5 xDrive,BMW,2002,488144,118481,LPG
2696,Jetta 2.0,Volkswagen,2017,805525,89959,Petrol
2697,Harrier XZ,Tata,2014,545352,107448,Petrol
2698,Jazz V,Honda,2018,169549,176,Petrol
2699,Kicks XL,Nissan,2001,588311,30510,Petrol
2700,Duster 110 PS,Renault,2004,358117,6228,Petrol
2701,Q3 2.0 TDI,Audi,2008,800276,132937,Diesel
2702,Ameo 1.5,Volkswagen,2017,83982,135618,LPG
2703,5 Series 520d,BMW,2013,297331,12184,CNG
2704,C Class C220,Mercedes,2015,1206169,26047,Petrol
2705,Suzuki Swift,Maruti,2017,1822837,132767,CNG
2706,Endeavour 3.2,Ford,2022,1181133,68642,CNG
2707,Ameo 1.5,Volkswagen,2023,2322069,22035,LPG
2708,Suzuki Vitara Brezza,Maruti,2023,741383,32035,Petrol
2709,A4 2.0 TDI,Audi,2007,463884,48475,CNG
2710,City VX,Honda,2013,1286680,46139,LPG
2711,Duster 110 PS,Renault,2014,480769,1474,LPG
2712,Creta 1.6,Hyundai,2021,1309930,126951,LPG
2713,KUV100,Mahindra,2008,411824,66275,LPG
2714,Rapid 1.6,Skoda,2013,546058,94592,CNG
2715,Beat LS,Chevrolet,2006,608028,99142,Petrol
2716,E Class E220,Mercedes,2005,595149,107697,CNG
2717,Yaris J,Toyota,2018,1656482,19575,Petrol
2718,Yaris J,Toyota,2020,1461077,97095,CNG
2719,Q3 2.0 TDI,Audi,2013,275805,21632,CNG
2720,Yaris J,Toyota,2006,215432,71671,CNG
2721,Q7 3.0 TDI,Audi,2011,76918,70944,LPG
2722,Thar CRDe,Mahindra,2010,426825,105605,LPG
2723,Fiesta EXI,Ford,2022,1559063,5523,Petrol
2724,EcoSport Titanium,Ford,2021,1956056,126283,CNG
2725,Suzuki Ertiga,Maruti,2021,275716,141520,Petrol
2726,Fabia 1.2L,Skoda,2007,1005642,87245,Diesel
2727,Jeep CL550,Mahindra,2018,1681944,145054,LPG
2728,Corolla Altis,Toyota,2023,2193628,63496,Diesel
2729,Rapid 1.6,Skoda,2020,961068,63932,Petrol
2730,i20 Asta,Hyundai,2002,550068,74687,LPG
2731,Grand i10,Hyundai,2007,681935,2175,Diesel
2732,Kwid RXT,Renault,2017,208117,143275,LPG
2733,Ikon 1.3,Ford,2020,439706,79005,Diesel
2734,A3 35 TFSI,Audi,2011,133777,8257,CNG
2736,Civic 1.8V,Honda,2010,1381780,46825,CNG
2737,Spark 1.0,Chevrolet,2022,464992,134302,CNG
2738,Suzuki Baleno,Maruti,2011,615818,92800,CNG
2739,Kicks XL,Nissan,2010,1274309,104259,CNG
2740,Yeti Plus,Skoda,2013,701281,128982,Diesel
2741,Lodgy 85 PS,Renault,2010,1309447,21606,CNG
2742,Fabia 1.2L,Skoda,2022,888578,85610,LPG
2743,Endeavour 3.2,Ford,2004,112859,70942,LPG
2744,X1 sDrive,BMW,2013,845237,19776,CNG
2745,Spark 1.0,Chevrolet,2012,1471794,135045,CNG
2746,i20 Asta,Hyundai,2012,666848,81487,LPG
2747,Fortuner 3.0,Toyota,2011,1428328,97837,CNG
2748,Fortuner 3.0,Toyota,2016,340855,130506,LPG
2749,Indica V2,Tata,2000,272216,17836,Petrol
2750,Jeep CL550,Mahindra,2007,1077576,131550,LPG
2752,C Class C220,Mercedes,2012,819432,28009,LPG
2753,Sunny XV,Nissan,2006,687696,105194,CNG
2754,Sail 1.2,Chevrolet,2008,778012,41599,LPG
2755,XUV500 W8,Mahindra,2016,1687451,62881,LPG
2756,Kwid RXT,Renault,2019,342321,59720,Diesel
2757,Safari Dicor,Tata,2020,915743,8084,LPG
2758,Scorpio S10,Mahindra,2005,440427,114256,CNG
2759,A4 2.0 TDI,Audi,2017,1746924,74352,Diesel
2760,KUV100,Mahindra,2022,143841,76412,CNG
2761,Suzuki Vitara Brezza,Maruti,2002,94501,142945,LPG
2762,GLA Class 200,Mercedes,2012,658177,50615,Diesel
2763,C Class C220,Mercedes,2005,783207,99385,Diesel
2764,Beat LS,Chevrolet,2007,477940,57634,CNG
2765,EcoSport Titanium,Ford,2000,411519,17128,Petrol
2766,Civic 1.8V,Honda,2020,2111354,106850,Diesel
2767,5 Series 520d,BMW,2003,360450,22966,Diesel
2768,Grand i10,Hyundai,2013,530456,131247,LPG
2769,XUV500 W8,Mahindra,2005,643427,111941,CNG
2770,Figo Aspire,Ford,2023,561951,31447,CNG
2771,Jetta 2.0,Volkswagen,2018,1767155,46025,Petrol
2772,Safari Dicor,Tata,2018,836956,41534,Diesel
2773,Suzuki Ertiga,Maruti,2019,559946,113021,CNG
2774,Octavia Classic,Skoda,2011,942245,37477,Petrol
2775,C Class C220,Mercedes,2023,2391036,109523,Diesel
2776,Jetta 2.0,Volkswagen,2019,1807675,20914,CNG
2777,3 Series 320d,BMW,2011,66352,113934,Petrol
2778,Nano GenX,Tata,2011,129466,85281,Petrol
2779,S Class S350,Mercedes,2023,1776558,31660,Diesel
2780,Sunny XV,Nissan,2006,1184831,130198,Petrol
2781,Micra XL,Nissan,2001,282030,70248,Petrol
2782,E Class E220,Mercedes,2008,915944,58089,Petrol
2783,Kwid RXT,Renault,2013,403919,137765,CNG
2784,A6 2.0 TDI,Audi,2018,2036345,83037,CNG
2785,Cruze VCDi,Chevrolet,2010,799990,21443,Petrol
2786,Harrier XZ,Tata,2002,710424,24709,CNG
2788,Jetta 2.0,Volkswagen,2022,1996677,126524,LPG
2789,E Class E220,Mercedes,2022,185417,39684,LPG
2790,Rapid 1.6,Skoda,2002,263415,96824,Diesel
2791,E Class E220,Mercedes,2010,1133518,125734,LPG
2792,X1 sDrive,BMW,2000,94837,25794,Diesel
2793,Grand i10,Hyundai,2012,778066,29895,CNG
2794,Sunny XV,Nissan,2002,752892,17274,Diesel
2795,Indica V2,Tata,2014,433854,63258,Petrol
2796,Harrier XZ,Tata,2022,499561,113694,LPG
2797,Rapid 1.6,Skoda,2004,43886,91970,LPG
2798,Cruze VCDi,Chevrolet,2000,233691,91217,CNG
2799,Sunny XV,Nissan,2021,1151153,56317,Petrol
2801,Suzuki Swift,Maruti,2003,700989,17688,LPG
2802,Nano GenX,Tata,2008,626629,135502,Petrol
2804,Ameo 1.5,Volkswagen,2008,237356,118833,Diesel
2805,Yaris J,Toyota,2006,717874,30077,CNG
2806,Suzuki Alto 800,Maruti,2018,370130,144435,CNG
2807,Ameo 1.5,Volkswagen,2015,576160,49890,LPG
2808,X5 xDrive,BMW,2000,288594,93130,LPG
2810,Innova 2.5 V,Toyota,2006,892974,129584,Petrol
2811,Captur RXL,Renault,2000,379293,38502,CNG
2812,i20 Asta,Hyundai,2018,1910354,41587,Diesel
2813,Q7 3.0 TDI,Audi,2013,641135,147513,Diesel
2814,Endeavour 3.2,Ford,2003,582748,105723,CNG
2815,Captur RXL,Renault,2010,78366,116758,Diesel
2816,Sunny XV,Nissan,2013,1428497,142352,Petrol
2817,Sunny XV,Nissan,2011,79711,54838,Petrol
2818,Figo Aspire,Ford,2007,978391,126845,CNG
2819,Q3 2.0 TDI,Audi,2005,166978,95810,LPG
2820,Fabia 1.2L,Skoda,2016,1718803,96312,Petrol
2821,Bolero Power,Mahindra,2017,1172782,134104,Petrol
2822,Captur RXL,Renault,2006,168152,47231,CNG
2823,Duster 110 PS,Renault,2016,1634576,10550,CNG
2824,Suzuki Ertiga,Maruti,2003,958886,144524,CNG
2825,Cruze VCDi,Chevrolet,2011,831987,127130,CNG
2826,Kwid RXT,Renault,2022,874713,116281,CNG
2827,Kwid RXT,Renault,2018,770325,143292,Diesel
2828,X5 xDrive,BMW,2017,649791,20506,Diesel
2829,Terrano XL,Nissan,2011,852953,102437,Diesel
2830,Cruze VCDi,Chevrolet,2018,2042601,15969,Diesel
2831,Kicks XL,Nissan,2010,375944,118796,Petrol
2832,Suzuki Vitara Brezza,Maruti,2008,233960,99150,Petrol
2833,Bolero Power,Mahindra,2016,473497,91216,CNG
2834,Suzuki Swift,Maruti,2019,1771840,103069,Diesel
2835,Micra XL,Nissan,2007,206021,100404,Petrol
2836,Fabia 1.2L,Skoda,2002,867939,83916,Diesel
2837,Suzuki Baleno,Maruti,2009,924226,141929,Diesel
2838,Jazz V,Honda,2010,177446,16288,LPG
2839,Ikon 1.3,Ford,2002,596626,101654,Diesel
2840,Etios Liva,Toyota,2002,795906,128576,Diesel
2841,Suzuki Baleno,Maruti,2015,812532,31705,Petrol
2843,Indica V2,Tata,2005,1007427,147486,CNG
2844,3 Series 320d,BMW,2001,314326,9089,Diesel
2845,Captur RXL,Renault,2009,510309,187,CNG
2846,X1 sDrive,BMW,2020,110710,87755,CNG
2847,Thar CRDe,Mahindra,2009,1374296,72337,LPG
2848,Suzuki Baleno,Maruti,2006,674625,65160,Petrol
2849,Suzuki Alto 800,Maruti,2014,677807,134836,Petrol
2850,Duster 110 PS,Renault,2017,85232,128105,LPG
2851,Lodgy 85 PS,Renault,2004,691665,6868,Diesel
2852,X1 sDrive,BMW,2018,1281172,124405,Petrol
2853,A4 2.0 TDI,Audi,2007,816200,39748,LPG
2854,Nexon XZ,Tata,2012,1145342,112426,CNG
2855,Nano GenX,Tata,2013,1297852,34661,Diesel
2856,Lodgy 85 PS,Renault,2005,979728,35510,LPG
2857,5 Series 520d,BMW,2003,190276,11863,Diesel
2858,Fabia 1.2L,Skoda,2009,1296393,61488,Diesel
2859,Captur RXL,Renault,2021,1308007,25024,Diesel
2862,Suzuki Ertiga,Maruti,2015,743658,149128,Diesel
2863,Nexon XZ,Tata,2007,823706,91360,Diesel
2864,Ameo 1.5,Volkswagen,2019,306163,112364,Petrol
2865,A3 35 TFSI,Audi,2000,553422,147852,CNG
2866,Suzuki Baleno,Maruti,2006,605758,114588,CNG
2867,Suzuki Baleno,Maruti,2017,226054,62482,Diesel
2868,Creta 1.6,Hyundai,2023,1380646,147910,CNG
2869,Duster 110 PS,Renault,2011,1447224,59803,Petrol
2870,Amaze SX,Honda,2009,1050861,22443,Petrol
2871,Spark 1.0,Chevrolet,2012,409451,63303,LPG
2872,X5 xDrive,BMW,2003,81443,64804,LPG
2873,Indica V2,Tata,2005,1052895,140110,Diesel
2874,S Class S350,Mercedes,2023,933905,96571,CNG
2875,Suzuki Ertiga,Maruti,2002,593328,145246,LPG
2876,X1 sDrive,BMW,2000,275603,34251,Diesel
2877,Suzuki Vitara Brezza,Maruti,2000,409669,130597,LPG
2878,Cruze VCDi,Chevrolet,2017,681419,142396,Petrol
2879,A6 2.0 TDI,Audi,2001,340093,96742,CNG
2880,Rapid 1.6,Skoda,2001,404008,52729,LPG
2881,S Class S350,Mercedes,2018,1279532,121493,LPG
2882,S Class S350,Mercedes,2001,790440,98699,CNG
2883,Fiesta EXI,Ford,2005,237802,97925,Petrol
2884,City VX,Honda,2003,630913,48607,LPG
2885,CR-V 2.4,Honda,2006,854373,101433,Diesel
2886,Micra XL,Nissan,2021,1839416,38493,CNG
2887,Fortuner 3.0,Toyota,2006,1023371,125185,LPG
2888,Endeavour 3.2,Ford,2018,661640,46180,Petrol
2889,Safari Dicor,Tata,2021,1359675,138443,CNG
2890,Cruze VCDi,Chevrolet,2021,443083,47939,Diesel
2891,Fiesta EXI,Ford,2004,876816,41100,CNG
2892,Superb L&K,Skoda,2012,209576,104340,LPG
2893,Suzuki Swift,Maruti,2007,1124998,147093,CNG
2894,City VX,Honda,2002,320190,118885,Petrol
2895,Etios Liva,Toyota,2017,800847,142433,LPG
2896,A6 2.0 TDI,Audi,2021,234756,112241,CNG
2897,Vento 1.5,Volkswagen,2000,369462,69061,CNG
2898,Figo Aspire,Ford,2010,1220169,46262,CNG
2899,Scorpio S10,Mahindra,2019,710864,95576,LPG
2900,GLA Class 200,Mercedes,2015,1694505,74374,Diesel
2901,Innova 2.5 V,Toyota,2021,1419128,102409,Diesel
2902,CR-V 2.4,Honda,2016,1405017,9529,Diesel
2903,Innova 2.5 V,Toyota,2004,123715,40819,LPG
2904,Nexon XZ,Tata,2018,459925,24441,CNG
2905,Beat LS,Chevrolet,2006,187057,127212,Diesel
2906,X5 xDrive,BMW,2003,562008,101189,CNG
2907,Vento 1.5,Volkswagen,2001,742758,14356,Petrol
2908,Verna 1.6,Hyundai,2022,294410,145334,Petrol
2909,Harrier XZ,Tata,2005,656645,122657,Diesel
2910,Yaris J,Toyota,2005,1022240,8630,Petrol
2911,Scorpio S10,Mahindra,2001,329832,117936,Petrol
2912,Civic 1.8V,Honda,2013,1050628,3136,Diesel
2913,Suzuki Swift,Maruti,2012,1271705,111716,CNG
2914,KUV100,Mahindra,2016,554818,75382,CNG
2915,A3 35 TFSI,Audi,2018,2041960,104013,CNG
2916,Suzuki Vitara Brezza,Maruti,2012,1429860,25687,Petrol
2917,Beat LS,Chevrolet,2022,942162,18577,LPG
2918,Terrano XL,Nissan,2003,534326,65844,Diesel
2919,Suzuki Swift,Maruti,2003,681072,98409,Diesel
2920,Vento 1.5,Volkswagen,2022,416744,46924,CNG
2921,Suzuki Vitara Brezza,Maruti,2013,301759,33482,Diesel
2922,Civic 1.8V,Honda,2017,1268945,53913,LPG
2923,Suzuki Swift,Maruti,2003,373367,82875,Petrol
2924,A4 2.0 TDI,Audi,2005,645600,9580,LPG
2925,Civic 1.8V,Honda,2003,168765,12621,Diesel
2926,Innova 2.5 V,Toyota,2023,1444069,63470,Diesel
2927,Sunny XV,Nissan,2004,942827,30809,Diesel
2928,EcoSport Titanium,Ford,2004,738178,88228,Diesel
2929,3 Series 320d,BMW,2023,520040,51631,Diesel
2930,Sail 1.2,Chevrolet,2010,126581,137937,CNG
2931,XUV500 W8,Mahindra,2015,1293536,27573,Petrol
2932,Lodgy 85 PS,Renault,2013,360201,97921,LPG
2933,Safari Dicor,Tata,2004,444223,112548,Diesel
2934,Terrano XL,Nissan,2021,134820,86449,Diesel
2935,Corolla Altis,Toyota,2007,869322,105974,Petrol
2936,Suzuki Ertiga,Maruti,2008,67537,39664,LPG
2937,Verna 1.6,Hyundai,2019,1067355,16657,LPG
2938,Amaze SX,Honda,2008,993310,149005,CNG
2939,A4 2.0 TDI,Audi,2001,210319,140068,CNG
2941,Captur RXL,Renault,2021,614952,115543,Petrol
2942,Corolla Altis,Toyota,2002,184802,9744,Diesel
2943,Ikon 1.3,Ford,2013,540095,113544,LPG
2944,Ameo 1.5,Volkswagen,2004,651801,35078,Petrol
2945,Captur RXL,Renault,2017,438864,84434,CNG
2946,Spark 1.0,Chevrolet,2015,1772008,16180,Diesel
2947,Indica V2,Tata,2016,855317,123782,CNG
2948,Spark 1.0,Chevrolet,2023,1730438,138209,Diesel
2949,Duster 110 PS,Renault,2008,764002,70345,Diesel
2950,Sunny XV,Nissan,2010,258969,100795,Diesel
2951,Vento 1.5,Volkswagen,2019,1038165,82712,LPG
2952,Endeavour 3.2,Ford,2023,181867,15426,LPG
2953,XUV500 W8,Mahindra,2013,945101,1514,CNG
2954,Suzuki Baleno,Maruti,2002,726531,57068,Petrol
2955,Suzuki Alto 800,Maruti,2006,1105948,89424,CNG
2956,Superb L&K,Skoda,2013,1061307,83364,Petrol
2957,Yaris J,Toyota,2010,167680,10402,LPG
2958,Jazz V,Honda,2011,734493,13617,CNG
2959,Terrano XL,Nissan,2006,180236,68751,CNG
2960,Kicks XL,Nissan,2010,180514,4211,Diesel
2961,Creta 1.6,Hyundai,2021,916017,36350,Diesel
2962,Micra XL,Nissan,2015,1766374,20087,CNG
2963,Captur RXL,Renault,2000,734131,36112,LPG
2964,Suzuki Alto 800,Maruti,2000,705710,1895,Petrol
2965,GLA Class 200,Mercedes,2023,2394987,146838,CNG
2966,Civic 1.8V,Honda,2013,913423,115338,Petrol
2967,Sunny XV,Nissan,2015,1478258,128101,LPG
2968,Terrano XL,Nissan,2009,770669,44351,Diesel
2969,Suzuki Swift,Maruti,2015,725374,28526,Petrol
2970,EcoSport Titanium,Ford,2013,1677941,90387,LPG
2971,Verna 1.6,Hyundai,2006,322355,56935,CNG
2972,Sunny XV,Nissan,2021,337212,134179,Petrol
2974,Beat LS,Chevrolet,2023,271138,34796,CNG
2975,Harrier XZ,Tata,2021,2204772,66714,CNG
2976,Civic 1.8V,Honda,2012,1106495,7099,LPG
2977,Jazz V,Honda,2002,315935,86928,CNG
2978,Amaze SX,Honda,2000,234781,31824,Petrol
2979,Suzuki Swift,Maruti,2013,1257636,59262,Diesel
2980,Bolero Power,Mahindra,2018,808359,10126,CNG
2981,Polo Highline,Volkswagen,2015,611537,63537,Diesel
2982,CR-V 2.4,Honda,2012,925821,146288,LPG
2983,X1 sDrive,BMW,2003,953531,117749,LPG
2984,Suzuki Wagon R,Maruti,2014,1036061,71420,LPG
2985,A3 35 TFSI,Audi,2013,448819,132901,Petrol
2986,Nano GenX,Tata,2019,2111767,107248,LPG
2987,Suzuki Swift,Maruti,2023,2237981,53567,Petrol
2988,Lodgy 85 PS,Renault,2013,1098526,6698,LPG
2989,X5 xDrive,BMW,2014,308683,29977,CNG
2990,Amaze SX,Honda,2023,2004284,39256,Petrol
2991,Micra XL,Nissan,2002,250702,43483,Diesel
2992,A4 2.0 TDI,Audi,2003,505243,42475,Diesel
2993,Verna 1.6,Hyundai,2013,1660971,65173,CNG
2994,Spark 1.0,Chevrolet,2014,1222037,58452,LPG
2995,Duster 110 PS,Renault,2011,590423,135189,CNG
2996,A3 35 TFSI,Audi,2005,257505,69298,CNG
2998,Figo Aspire,Ford,2001,534898,89275,CNG
2999,Endeavour 3.2,Ford,2005,273872,6324,CNG
3000,XUV500 W8,Mahindra,2005,169711,122013,CNG
3001,Sunny XV,Nissan,2013,474435,29575,Diesel
3002,Ameo 1.5,Volkswagen,2007,771297,120108,Petrol
3003,Sail 1.2,Chevrolet,2020,1936415,135141,CNG
3004,A6 2.0 TDI,Audi,2004,916370,66499,Petrol
3005,Q7 3.0 TDI,Audi,2015,1011968,141196,Petrol
3006,Beat LS,Chevrolet,2003,285965,76805,LPG
3007,Fabia 1.2L,Skoda,2003,575955,118511,Diesel
3008,3 Series 320d,BMW,2007,155443,44622,Diesel
3009,Polo Highline,Volkswagen,2002,583772,130535,LPG
3010,Terrano XL,Nissan,2014,1225707,73353,CNG
3011,XUV500 W8,Mahindra,2005,251953,133519,Petrol
3012,Yaris J,Toyota,2023,1120211,73844,Diesel
3013,Harrier XZ,Tata,2023,2139141,115432,Diesel
3014,Sail 1.2,Chevrolet,2008,309680,80917,Petrol
3015,Santro Xing,Hyundai,2014,1266799,137207,Petrol
3016,Verna 1.6,Hyundai,2019,1061764,117900,Diesel
3017,Ameo 1.5,Volkswagen,2017,657147,37129,CNG
3018,Suzuki Swift,Maruti,2010,86771,47588,Petrol
3019,Suzuki Swift,Maruti,2011,97727,93008,LPG
3020,X5 xDrive,BMW,2002,410929,44631,Petrol
3021,Thar CRDe,Mahindra,2006,627322,127550,LPG
3022,Safari Dicor,Tata,2001,187273,74704,CNG
3023,Etios Liva,Toyota,2020,2004831,4375,Petrol
3024,Bolero Power,Mahindra,2003,175791,100868,Petrol
3025,Yeti Plus,Skoda,2002,221677,64533,LPG
3026,Civic 1.8V,Honda,2023,2241523,68635,CNG
3027,Suzuki Vitara Brezza,Maruti,2016,248229,132358,LPG
3028,Santro Xing,Hyundai,2009,480181,19156,CNG
3029,Kicks XL,Nissan,2007,1076301,81528,CNG
3030,City VX,Honda,2021,153220,21887,Petrol
3031,City VX,Honda,2009,395563,116815,Diesel
3032,Beat LS,Chevrolet,2005,737954,149170,Petrol
3033,Fortuner 3.0,Toyota,2007,1012193,119726,CNG
3034,Fabia 1.2L,Skoda,2012,1432648,112058,Petrol
3035,Beat LS,Chevrolet,2016,1521658,133522,CNG
3036,Q3 2.0 TDI,Audi,2022,1210930,115179,CNG
3037,Jetta 2.0,Volkswagen,2011,1513122,51140,Petrol
3038,Octavia Classic,Skoda,2016,1453434,9854,LPG
3039,Q3 2.0 TDI,Audi,2015,452367,108123,LPG
3040,Indica V2,Tata,2014,1613365,95264,Petrol
3041,3 Series 320d,BMW,2021,2130713,43024,LPG
3042,Octavia Classic,Skoda,2013,328299,122382,Petrol
3043,Rapid 1.6,Skoda,2005,200400,138769,LPG
3044,C Class C220,Mercedes,2013,591886,18102,LPG
3045,A4 2.0 TDI,Audi,2003,696216,113670,LPG
3046,Sunny XV,Nissan,2002,714246,142593,LPG
3047,Jazz V,Honda,2010,908210,69483,LPG
3048,Tiago Revotorq,Tata,2019,1863712,84494,Petrol
3049,Etios Liva,Toyota,2022,1519095,118104,CNG
3050,KUV100,Mahindra,2007,1214369,57072,LPG
3051,Verna 1.6,Hyundai,2017,1905689,66344,Diesel
3052,KUV100,Mahindra,2018,405663,95173,CNG
3053,Tiago Revotorq,Tata,2011,179384,112803,CNG
3054,3 Series 320d,BMW,2015,998001,26637,CNG
3055,X5 xDrive,BMW,2017,631947,69098,Petrol
3056,Nano GenX,Tata,2015,775959,44334,CNG
3057,Captur RXL,Renault,2011,786837,148020,LPG
3058,KUV100,Mahindra,2004,523353,60815,Diesel
3059,Sail 1.2,Chevrolet,2009,801978,109600,CNG
3060,Suzuki Swift,Maruti,2023,517336,74658,Petrol
3061,Sunny XV,Nissan,2010,539453,1373,CNG
3062,Ameo 1.5,Volkswagen,2021,2047665,42418,Diesel
3063,Indica V2,Tata,2005,1098202,111999,LPG
3064,Fabia 1.2L,Skoda,2011,627477,12701,LPG
3065,Santro Xing,Hyundai,2013,1151289,59660,Diesel
3066,Fortuner 3.0,Toyota,2010,533108,61010,Petrol
3067,Fortuner 3.0,Toyota,2023,591029,20488,CNG
3068,i20 Asta,Hyundai,2021,268191,25872,LPG
3069,Santro Xing,Hyundai,2023,286459,62417,LPG
3070,Sail 1.2,Chevrolet,2002,840805,87555,LPG
3071,XUV500 W8,Mahindra,2002,285122,44582,LPG
3072,Sunny XV,Nissan,2010,81965,19363,Diesel
3073,Sail 1.2,Chevrolet,2018,1124297,109848,LPG
3074,Indica V2,Tata,2004,399684,86794,CNG
3075,E Class E220,Mercedes,2010,855071,102639,CNG
3076,Creta 1.6,Hyundai,2012,1222011,120689,LPG
3077,Beat LS,Chevrolet,2012,961776,53464,LPG
3078,Endeavour 3.2,Ford,2008,232208,54911,CNG
3080,X1 sDrive,BMW,2008,771889,97344,CNG
3081,Nano GenX,Tata,2005,410434,55383,CNG
3082,Kwid RXT,Renault,2000,419557,59195,LPG
3083,E Class E220,Mercedes,2004,475458,83582,LPG
3084,Polo Highline,Volkswagen,2003,749383,29409,LPG
3085,Thar CRDe,Mahindra,2013,1518132,3527,Petrol
3086,Beat LS,Chevrolet,2021,1483978,140929,CNG
3087,Cruze VCDi,Chevrolet,2015,119946,66767,Petrol
3088,Suzuki Ertiga,Maruti,2013,538245,82775,Diesel
3089,Grand i10,Hyundai,2002,853426,149008,CNG
3090,Cruze VCDi,Chevrolet,2023,1403751,65130,Petrol
3091,Figo Aspire,Ford,2019,759646,26154,Petrol
3092,Polo Highline,Volkswagen,2018,1731165,136102,CNG
3093,Endeavour 3.2,Ford,2006,1046558,106669,Diesel
3094,Q3 2.0 TDI,Audi,2023,1451964,32902,CNG
3097,Kwid RXT,Renault,2007,729272,124659,LPG
3098,5 Series 520d,BMW,2020,1265700,130036,Petrol
3099,Bolero Power,Mahindra,2023,754875,80607,CNG
3100,Duster 110 PS,Renault,2012,1312570,130884,Diesel
3101,Jetta 2.0,Volkswagen,2018,1570370,64423,Petrol
3102,Jetta 2.0,Volkswagen,2010,491303,55721,CNG
3103,Jeep CL550,Mahindra,2018,1131741,87012,Diesel
3104,S Class S350,Mercedes,2005,114724,104321,CNG
3105,Lodgy 85 PS,Renault,2020,2114412,115347,Petrol
3106,Captur RXL,Renault,2003,417304,77466,LPG
3107,Beat LS,Chevrolet,2003,617130,10179,Diesel
3108,Vento 1.5,Volkswagen,2004,898755,102205,Diesel
3109,Vento 1.5,Volkswagen,2014,1665452,77300,Petrol
3110,A6 2.0 TDI,Audi,2021,690081,133285,Petrol
3111,Suzuki Wagon R,Maruti,2022,1141481,9617,CNG
3112,Innova 2.5 V,Toyota,2023,768603,126774,LPG
3113,Etios Liva,Toyota,2005,236544,81950,Diesel
3115,Jeep CL550,Mahindra,2000,133744,96136,Petrol
3116,Scorpio S10,Mahindra,2000,584247,99844,CNG
3117,Captur RXL,Renault,2009,278357,82226,CNG
3119,KUV100,Mahindra,2014,171930,34651,LPG
3120,GLA Class 200,Mercedes,2008,1231338,130875,Petrol
3121,CR-V 2.4,Honda,2012,620072,130560,LPG
3122,Suzuki Baleno,Maruti,2008,595914,78749,Petrol
3123,GLA Class 200,Mercedes,2009,1023913,69901,CNG
3124,C Class C220,Mercedes,2021,595966,102679,Diesel
3125,Creta 1.6,Hyundai,2010,349721,127387,Petrol
3126,Innova 2.5 V,Toyota,2006,285207,133103,LPG
3127,Thar CRDe,Mahindra,2011,567123,56443,Petrol
3128,Vento 1.5,Volkswagen,2014,1498753,29781,Petrol
3129,Polo Highline,Volkswagen,2023,858428,79479,Diesel
3130,Q7 3.0 TDI,Audi,2009,1137863,110269,CNG
3131,Kwid RXT,Renault,2005,283039,97991,LPG
3132,E Class E220,Mercedes,2014,192212,70721,CNG
3133,Civic 1.8V,Honda,2019,1764747,119919,Petrol
3134,Safari Dicor,Tata,2018,1981638,147181,LPG
3135,Kwid RXT,Renault,2012,723078,113364,Petrol
3136,Sail 1.2,Chevrolet,2019,919468,39048,LPG
3137,Safari Dicor,Tata,2002,394515,149119,Petrol
3138,Civic 1.8V,Honda,2006,622352,98509,Diesel
3139,A4 2.0 TDI,Audi,2021,1591885,32811,Petrol
3140,Innova 2.5 V,Toyota,2012,795031,69924,CNG
3141,Tiago Revotorq,Tata,2010,1212997,3939,CNG
3142,CR-V 2.4,Honda,2006,736113,43725,CNG
3143,Ikon 1.3,Ford,2000,309357,40430,Diesel
3144,Indica V2,Tata,2018,1467747,137433,Petrol
3145,Suzuki Wagon R,Maruti,2015,965754,105748,LPG
3146,Nano GenX,Tata,2004,560012,64666,LPG
3147,Amaze SX,Honda,2019,409595,60152,Diesel
3148,Scorpio S10,Mahindra,2015,1537805,18020,CNG
3149,Beat LS,Chevrolet,2010,1220017,116838,Petrol
3150,Octavia Classic,Skoda,2022,1243947,135667,CNG
